Plan_Rental,Plan_Rental_GST,Plan_Type,Plan_Name,Go_Live_Date,Pack_Closure_Date,Active_Inactive,Go_Live_Circle,Plan_Brief,Plan_SOC_ID,Category,Category_Name,Category_Value,Plan_ID,Product_Type,Customer_Type,Segment,Brand,Operator,Validity_Days,Data_Benefit,Daily_Data_Limit,Total_Data_Limit,Data_Unit,Voice_Benefit,SMS_Benefit,SMS_Limit,5G_Eligible,4G_Eligible,OTT_Benefit,OTT_Platform,Roaming_Benefit,ISD_Benefit,Night_Data,Weekend_Data,Data_Rollover,Speed_Post_Limit,Activation_Channel,Recharge_Channel,Market,Circle_Count,Launch_Quarter,Closure_Reason,Plan_Status,Auto_Renewal,FUP_Limit,FUP_Speed,Additional_Benefits,Created_Date,Last_Updated_Date
699,₹699.00 (GST Inclusive @18% | Base ₹592.37 + GST ₹106.63),Unlimited,Vi Hero Unlimited 699,28-Apr-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26107787,1.Telco Benefits,2.Data,1.5GB/Day High-Speed Data,PLN-PRE-00016,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,UPI | Wallet,Pan India,23,Q1 FY2026-27,NA,Live,No,1.5GB/Day,64 Kbps,Unused Data Rollover | Vi Movies & TV Access,22-Feb-26,30-May-26
699,₹699.00 (GST Inclusive @18% | Base ₹592.37 + GST ₹106.63),Unlimited,Vi Hero Unlimited 699,28-Apr-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26107787,1.Telco Benefits,2.Data,64 Kbps Post Daily Limit,PLN-PRE-00016,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,UPI | Wallet,Pan India,23,Q1 FY2026-27,NA,Live,No,1.5GB/Day,64 Kbps,Unused Data Rollover | Vi Movies & TV Access,22-Feb-26,30-May-26
699,₹699.00 (GST Inclusive @18% | Base ₹592.37 + GST ₹106.63),Unlimited,Vi Hero Unlimited 699,28-Apr-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26107787,1.Telco Benefits,2.Data,Unlimited 5G DATA in cities where 5G is launched,PLN-PRE-00016,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,UPI | Wallet,Pan India,23,Q1 FY2026-27,NA,Live,No,1.5GB/Day,64 Kbps,Unused Data Rollover | Vi Movies & TV Access,22-Feb-26,30-May-26
699,₹699.00 (GST Inclusive @18% | Base ₹592.37 + GST ₹106.63),Unlimited,Vi Hero Unlimited 699,28-Apr-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26107787,1.Telco Benefits,3.SMS,Daily SMS Limit: 100,PLN-PRE-00016,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,UPI | Wallet,Pan India,23,Q1 FY2026-27,NA,Live,No,1.5GB/Day,64 Kbps,Unused Data Rollover | Vi Movies & TV Access,22-Feb-26,30-May-26
699,₹699.00 (GST Inclusive @18% | Base ₹592.37 + GST ₹106.63),Unlimited,Vi Hero Unlimited 699,28-Apr-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26107787,1.Telco Benefits,4.Validity,84 Days Validity,PLN-PRE-00016,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,UPI | Wallet,Pan India,23,Q1 FY2026-27,NA,Live,No,1.5GB/Day,64 Kbps,Unused Data Rollover | Vi Movies & TV Access,22-Feb-26,30-May-26
699,₹699.00 (GST Inclusive @18% | Base ₹592.37 + GST ₹106.63),Unlimited,Vi Hero Unlimited 699,28-Apr-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26107787,1.Telco Benefits,5.FUP,Beyond 1.5GB/Day: Speed Capped at 64 Kbps,PLN-PRE-00016,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,UPI | Wallet,Pan India,23,Q1 FY2026-27,NA,Live,No,1.5GB/Day,64 Kbps,Unused Data Rollover | Vi Movies & TV Access,22-Feb-26,30-May-26
699,₹699.00 (GST Inclusive @18% | Base ₹592.37 + GST ₹106.63),Unlimited,Vi Hero Unlimited 699,28-Apr-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26107787,3.Roaming Benefits,1.Roaming,Free National Roaming (Incoming+Outgoing),PLN-PRE-00016,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,UPI | Wallet,Pan India,23,Q1 FY2026-27,NA,Live,No,1.5GB/Day,64 Kbps,Unused Data Rollover | Vi Movies & TV Access,22-Feb-26,30-May-26
699,₹699.00 (GST Inclusive @18% | Base ₹592.37 + GST ₹106.63),Unlimited,Vi Hero Unlimited 699,28-Apr-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26107787,5.Additional Benefits,1.Additional Benefits,Unused Data Rollover | Vi Movies & TV Access,PLN-PRE-00016,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,UPI | Wallet,Pan India,23,Q1 FY2026-27,NA,Live,No,1.5GB/Day,64 Kbps,Unused Data Rollover | Vi Movies & TV Access,22-Feb-26,30-May-26
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799,27-Sep-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108420,1.Telco Benefits,1.Voice,Unltd Local+STD+NR Calls,PLN-PRE-00017,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,2GB/Day High-Speed Data,2,168,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,Yes,Disney+ Hotstar Mobile,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,MyApp | Debit Card,Pan India,23,Q2 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,04-Sep-24,03-Feb-25
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799,27-Sep-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108420,1.Telco Benefits,2.Data,Daily Data: 2GB,PLN-PRE-00017,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,2GB/Day High-Speed Data,2,168,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,Yes,Disney+ Hotstar Mobile,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,MyApp | Debit Card,Pan India,23,Q2 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,04-Sep-24,03-Feb-25
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799,27-Sep-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108420,1.Telco Benefits,2.Data,Post Daily FUP Speed: 64 Kbps,PLN-PRE-00017,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,2GB/Day High-Speed Data,2,168,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,Yes,Disney+ Hotstar Mobile,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,MyApp | Debit Card,Pan India,23,Q2 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,04-Sep-24,03-Feb-25
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799,27-Sep-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108420,1.Telco Benefits,2.Data,Unlimited 5G DATA in cities where 5G is launched,PLN-PRE-00017,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,2GB/Day High-Speed Data,2,168,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,Yes,Disney+ Hotstar Mobile,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,MyApp | Debit Card,Pan India,23,Q2 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,04-Sep-24,03-Feb-25
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799,27-Sep-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108420,1.Telco Benefits,3.SMS,100 SMS Per Day,PLN-PRE-00017,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,2GB/Day High-Speed Data,2,168,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,Yes,Disney+ Hotstar Mobile,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,MyApp | Debit Card,Pan India,23,Q2 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,04-Sep-24,03-Feb-25
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799,27-Sep-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108420,1.Telco Benefits,4.Validity,84 Days Validity,PLN-PRE-00017,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,2GB/Day High-Speed Data,2,168,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,Yes,Disney+ Hotstar Mobile,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,MyApp | Debit Card,Pan India,23,Q2 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,04-Sep-24,03-Feb-25
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799,27-Sep-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108420,1.Telco Benefits,5.FUP,Beyond 2GB/Day: Speed Capped at 64 Kbps,PLN-PRE-00017,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,2GB/Day High-Speed Data,2,168,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,Yes,Disney+ Hotstar Mobile,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,MyApp | Debit Card,Pan India,23,Q2 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,04-Sep-24,03-Feb-25
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799,27-Sep-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108420,2.OTT Benefits,1.OTT,Disney+Hotstar (Mobile Edition),PLN-PRE-00017,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,2GB/Day High-Speed Data,2,168,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,Yes,Disney+ Hotstar Mobile,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,MyApp | Debit Card,Pan India,23,Q2 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,04-Sep-24,03-Feb-25
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799,27-Sep-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108420,3.Roaming Benefits,1.Roaming,Free National Roaming (Incoming+Outgoing),PLN-PRE-00017,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,2GB/Day High-Speed Data,2,168,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,Yes,Disney+ Hotstar Mobile,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,MyApp | Debit Card,Pan India,23,Q2 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,04-Sep-24,03-Feb-25
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799,27-Sep-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108420,5.Additional Benefits,1.Additional Benefits,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,PLN-PRE-00017,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,2GB/Day High-Speed Data,2,168,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,Yes,Disney+ Hotstar Mobile,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Call Center,MyApp | Debit Card,Pan India,23,Q2 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,04-Sep-24,03-Feb-25
899,₹899.00 (GST Inclusive @18% | Base ₹761.86 + GST ₹137.14),Unlimited,Vi Hero Unlimited 899,04-Nov-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108807,1.Telco Benefits,1.Voice,Unlimited Calls (Local+STD+NR),PLN-PRE-00018,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,90,2GB/Day High-Speed Data,2,180,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,9000,Yes,Yes,Yes,Amazon Prime Lite,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Retail Outlet,MyApp | UPI,Pan India,23,Q3 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,24-Sep-24,20-Nov-24
899,₹899.00 (GST Inclusive @18% | Base ₹761.86 + GST ₹137.14),Unlimited,Vi Hero Unlimited 899,04-Nov-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108807,1.Telco Benefits,2.Data,Daily Data: 2GB,PLN-PRE-00018,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,90,2GB/Day High-Speed Data,2,180,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,9000,Yes,Yes,Yes,Amazon Prime Lite,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Retail Outlet,MyApp | UPI,Pan India,23,Q3 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,24-Sep-24,20-Nov-24
899,₹899.00 (GST Inclusive @18% | Base ₹761.86 + GST ₹137.14),Unlimited,Vi Hero Unlimited 899,04-Nov-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108807,1.Telco Benefits,2.Data,Post Daily FUP Speed: 64 Kbps,PLN-PRE-00018,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,90,2GB/Day High-Speed Data,2,180,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,9000,Yes,Yes,Yes,Amazon Prime Lite,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Retail Outlet,MyApp | UPI,Pan India,23,Q3 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,24-Sep-24,20-Nov-24
899,₹899.00 (GST Inclusive @18% | Base ₹761.86 + GST ₹137.14),Unlimited,Vi Hero Unlimited 899,04-Nov-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108807,1.Telco Benefits,2.Data,Unlimited 5G DATA in cities where 5G is launched,PLN-PRE-00018,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,90,2GB/Day High-Speed Data,2,180,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,9000,Yes,Yes,Yes,Amazon Prime Lite,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Retail Outlet,MyApp | UPI,Pan India,23,Q3 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,24-Sep-24,20-Nov-24
899,₹899.00 (GST Inclusive @18% | Base ₹761.86 + GST ₹137.14),Unlimited,Vi Hero Unlimited 899,04-Nov-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108807,1.Telco Benefits,3.SMS,100 SMS Per Day,PLN-PRE-00018,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,90,2GB/Day High-Speed Data,2,180,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,9000,Yes,Yes,Yes,Amazon Prime Lite,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Retail Outlet,MyApp | UPI,Pan India,23,Q3 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,24-Sep-24,20-Nov-24
899,₹899.00 (GST Inclusive @18% | Base ₹761.86 + GST ₹137.14),Unlimited,Vi Hero Unlimited 899,04-Nov-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108807,1.Telco Benefits,4.Validity,90 Days Validity,PLN-PRE-00018,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,90,2GB/Day High-Speed Data,2,180,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,9000,Yes,Yes,Yes,Amazon Prime Lite,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Retail Outlet,MyApp | UPI,Pan India,23,Q3 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,24-Sep-24,20-Nov-24
899,₹899.00 (GST Inclusive @18% | Base ₹761.86 + GST ₹137.14),Unlimited,Vi Hero Unlimited 899,04-Nov-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108807,1.Telco Benefits,5.FUP,Beyond 2GB/Day: Speed Capped at 64 Kbps,PLN-PRE-00018,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,90,2GB/Day High-Speed Data,2,180,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,9000,Yes,Yes,Yes,Amazon Prime Lite,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Retail Outlet,MyApp | UPI,Pan India,23,Q3 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,24-Sep-24,20-Nov-24
899,₹899.00 (GST Inclusive @18% | Base ₹761.86 + GST ₹137.14),Unlimited,Vi Hero Unlimited 899,04-Nov-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26108807,2.OTT Benefits,1.OTT,Amazon Prime Lite,PLN-PRE-00018,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,90,2GB/Day High-Speed Data,2,180,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,9000,Yes,Yes,Yes,Amazon Prime Lite,Free National Roaming,NA,Unlimited Data 12AM-6AM,Unlimited Data Sat-Sun,Yes,64 Kbps,Retail Outlet,MyApp | UPI,Pan India,23,Q3 FY2024-25,NA,Live,Yes,2GB/Day,64 Kbps,Bundled OTT Subscriptions | Unused Data Rollover | Vi Movies & TV Access,24-Sep-24,20-Nov-24
