Plan_SOC_ID,Plan_ID,Plan_Name,Plan_Type,Product_Type,Customer_Type,Segment,Brand,Operator,Plan_Rental,Plan_Rental_GST,Base_Tariff,Validity_Days,Voice_Benefit,Data_Benefit,Daily_Data_Limit,Total_Data_Limit,Data_Unit,SMS_Benefit,SMS_Limit,FUP_Limit,FUP_Speed,Data_Rollover,Night_Data,Weekend_Data,Video_Benefit,5G_Eligible,4G_Eligible,OTT_Benefit,OTT_Platform,OTTS_Detail,Roaming_Benefit,ISD_Benefit,Additional_Benefits,Additional_Information,Activation_Channel,Activation_ViApp,Activation_Website,Activation_SCRM,Activation_TAT,Recharge_Channel,Tagging_Enquiry,Tagging_Request,Tagging_Complaint,Go_Live_Circle,Circle_Count,Market,Go_Live_Date,Launch_Quarter,Active_Inactive,Plan_Status,Auto_Renewal,Pack_Closure_Date,Closure_Reason,Speed_Post_Limit,Created_Date,Last_Updated_Date,Plan_Brief
26115814,PLN-POST-00001,Vi Max 299,Individual,Postpaid,Retail,Entry,Vi Max,Vodafone Idea,299,₹299.00 + GST ₹53.82 (18%) = ₹352.82,₹299.00 + GST ₹53.82 (18%) = ₹352.82,30,Unlimited Calls (Local+STD+NR),30GB Total (Full Validity),No Daily Cap (Total 30 GB Pool),30,GB,3000 SMS (Full Validity),3000,30GB/Validity,64 Kbps,Yes,Not Included,Not Included,Standard Video Streaming (SD),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Monthly Bill on Single Invoice | Unused Data Rollover,Monthly Bill on Single Invoice | Unused Data Rollover,Call Center,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Third Party App (PhonePe/Paytm),Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,05-Jan-26,Q4 FY2025-26,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),64 Kbps,07-Dec-25,29-Apr-26,UL Calls | 30GB Total (Full Validity) | 3000SMS
26116570,PLN-POST-00002,Vi Max 401,Individual,Postpaid,Retail,Mass,Vi Max,Vodafone Idea,401,₹401.00 + GST ₹72.18 (18%) = ₹473.18,₹401.00 + GST ₹72.18 (18%) = ₹473.18,30,Unlimited Calls (Local+STD+NR),40GB Total (Full Validity),No Daily Cap (Total 40 GB Pool),40,GB,3000 SMS (Full Validity),3000,40GB/Validity,64 Kbps,Yes,Not Included,Not Included,Standard Video Streaming (SD),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Monthly Bill on Single Invoice | Unused Data Rollover,Monthly Bill on Single Invoice | Unused Data Rollover,USSD *199#,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | Debit Card,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, KAR, TN",4,South,06-Jul-26,Q2 FY2026-27,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),64 Kbps,05-May-26,10-Jul-26,UL Calls | 40GB Total (Full Validity) | 3000SMS
26117402,PLN-POST-00003,Limitless Plan Vi Max 451 UL,Individual,Postpaid,Retail,Mass,Vi Max,Vodafone Idea,451,₹451.00 + GST ₹81.18 (18%) = ₹532.18,₹451.00 + GST ₹81.18 (18%) = ₹532.18,30,Unlimited Calls (Local+STD+NR),Limitless Data/month (bill-period),No Daily Cap (Total 200 GB Pool),200,GB,3000 SMS (Full Validity),3000,200GB/Month,5 Mbps,No,Not Included,Not Included,HD Video Streaming via Bundled OTT,Yes,Yes,Yes,Disney+ Hotstar Super,Bundled OTT: Disney+ Hotstar Super,Free National Roaming,Not Included,Monthly Bill on Single Invoice | Bundled OTT Subscriptions,Monthly Bill on Single Invoice | Bundled OTT Subscriptions,Mini Store,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | Debit Card,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,08-May-24,Q1 FY2024-25,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),5 Mbps,01-Apr-24,25-Dec-24,UL Calls | Limitless Data | 3000SMS | Unlimited 5G
26118015,PLN-POST-00004,Vi Max 501,Individual,Postpaid,Retail,Value,Vi Max,Vodafone Idea,501,₹501.00 + GST ₹90.18 (18%) = ₹591.18,₹501.00 + GST ₹90.18 (18%) = ₹591.18,30,Unlimited Calls (Local+STD+NR),75GB Total (Full Validity),No Daily Cap (Total 75 GB Pool),75,GB,3000 SMS (Full Validity),3000,75GB/Validity,64 Kbps,Yes,Not Included,Not Included,HD Video Streaming via Bundled OTT,Yes,Yes,Yes,Amazon Prime Lite,Bundled OTT: Amazon Prime Lite,Free National Roaming,Not Included,Monthly Bill on Single Invoice | Bundled OTT Subscriptions | Unused Data Rollover,Monthly Bill on Single Invoice | Bundled OTT Subscriptions | Unused Data Rollover,Retail Outlet,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Third Party App (PhonePe/Paytm),Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, KER, TN",3,South,21-Dec-25,Q3 FY2025-26,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),64 Kbps,16-Nov-25,31-Mar-26,UL Calls | 75GB Total (Full Validity) | 3000SMS | Unlimited 5G
26118122,PLN-POST-00005,Limitless Plan Vi Max 601 UL,Family,Postpaid,Retail,Value,Vi Max,Vodafone Idea,601,₹601.00 + GST ₹108.18 (18%) = ₹709.18,₹601.00 + GST ₹108.18 (18%) = ₹709.18,30,Unlimited Calls (Local+STD+NR),Limitless Data/month (bill-period),No Daily Cap (Total 250 GB Pool),250,GB,3000 SMS (Full Validity),3000,250GB/Month,5 Mbps,No,Not Included,Not Included,HD Video Streaming via Bundled OTT,Yes,Yes,Yes,Netflix Basic + Amazon Prime Lite,Bundled OTT: Netflix Basic + Amazon Prime Lite,Free National Roaming + IR Discount,Discounted ISD Rate,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Bundled OTT Subscriptions,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Bundled OTT Subscriptions,Mini Store,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Third Party App (PhonePe/Paytm),Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"DEL, KOL, MUM",3,Metro,21-Apr-25,Q1 FY2025-26,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),5 Mbps,26-Jan-25,06-Feb-26,UL Calls | Limitless Data | 3000SMS | Unlimited 5G
26118349,PLN-POST-00006,Vi Max 701,Family,Postpaid,Retail,Premium,Vi Max,Vodafone Idea,701,₹701.00 + GST ₹126.18 (18%) = ₹827.18,₹701.00 + GST ₹126.18 (18%) = ₹827.18,30,Unlimited Calls (Local+STD+NR),100GB Total (Full Validity),No Daily Cap (Total 100 GB Pool),100,GB,3000 SMS (Full Validity),3000,100GB/Validity,64 Kbps,Yes,Not Included,Not Included,HD Video Streaming via Bundled OTT,Yes,Yes,Yes,Disney+ Hotstar Super + SonyLIV Premium,Bundled OTT: Disney+ Hotstar Super + SonyLIV Premium,Free National Roaming + IR Discount,Discounted ISD Rate,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Bundled OTT Subscriptions | Unused Data Rollover,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Bundled OTT Subscriptions | Unused Data Rollover,USSD *199#,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Website | Netbanking,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"BIH, NE, ORI, ROB, WB",5,East,05-Nov-24,Q3 FY2024-25,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),64 Kbps,20-Sep-24,09-Dec-25,UL Calls | 100GB Total (Full Validity) | 3000SMS | Unlimited 5G
26118949,PLN-POST-00007,Limitless Plan Vi Max 801 UL,Family,Postpaid,Retail,Premium,Vi Max,Vodafone Idea,801,₹801.00 + GST ₹144.18 (18%) = ₹945.18,₹801.00 + GST ₹144.18 (18%) = ₹945.18,30,Unlimited Calls (Local+STD+NR),Limitless Data/month (bill-period),No Daily Cap (Total 300 GB Pool),300,GB,3000 SMS (Full Validity),3000,300GB/Month,5 Mbps,No,Not Included,Not Included,HD Video Streaming via Bundled OTT,Yes,Yes,Yes,Netflix Basic + Amazon Prime + Disney+ Hotstar Super,Bundled OTT: Netflix Basic + Amazon Prime + Disney+ Hotstar Super,Free National Roaming + IR Discount,Discounted ISD Rate,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Bundled OTT Subscriptions,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Bundled OTT Subscriptions,Call Center,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Third Party App (PhonePe/Paytm),Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"MAH, MPCG, MUM",3,West,30-Apr-24,Q1 FY2024-25,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),5 Mbps,19-Mar-24,06-Aug-26,UL Calls | Limitless Data | 3000SMS | Unlimited 5G
26119580,PLN-POST-00008,Vi Max 1001,Family,Postpaid,HNI,Premium,Vi Max,Vodafone Idea,1001,₹1001.00 + GST ₹180.18 (18%) = ₹1181.18,₹1001.00 + GST ₹180.18 (18%) = ₹1181.18,30,Unlimited Calls (Local+STD+NR),150GB Total (Full Validity),No Daily Cap (Total 150 GB Pool),150,GB,3000 SMS (Full Validity),3000,150GB/Validity,64 Kbps,Yes,Not Included,Not Included,HD Video Streaming via Bundled OTT,Yes,Yes,Yes,Netflix Standard + Amazon Prime + Disney+ Hotstar Super,Bundled OTT: Netflix Standard + Amazon Prime + Disney+ Hotstar Super,Free National Roaming + IR Discount,Discounted ISD Rate,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Priority Customer Care | Bundled OTT Subscriptions | Unused Data Rollover,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Priority Customer Care | Bundled OTT Subscriptions | Unused Data Rollover,Call Center,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | Debit Card,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"HP, PUN, UPE, UPW",4,North,24-Feb-26,Q4 FY2025-26,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),64 Kbps,15-Dec-25,30-Jun-26,UL Calls | 150GB Total (Full Validity) | 3000SMS | Unlimited 5G
26119943,PLN-POST-00009,Limitless Plan Vi Max 1201 UL,Individual,Postpaid,HNI,Premium,Vi Max,Vodafone Idea,1201,₹1201.00 + GST ₹216.18 (18%) = ₹1417.18,₹1201.00 + GST ₹216.18 (18%) = ₹1417.18,30,Unlimited Calls (Local+STD+NR),Limitless Data/month (bill-period),No Daily Cap (Total 400 GB Pool),400,GB,3000 SMS (Full Validity),3000,400GB/Month,5 Mbps,No,Not Included,Not Included,HD Video Streaming via Bundled OTT,Yes,Yes,Yes,Netflix Standard + Amazon Prime,Bundled OTT: Netflix Standard + Amazon Prime,Free National Roaming + IR Discount,Discounted ISD Rate,Monthly Bill on Single Invoice | Priority Customer Care | Bundled OTT Subscriptions,Monthly Bill on Single Invoice | Priority Customer Care | Bundled OTT Subscriptions,Website,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | Debit Card,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,14-Feb-25,Q4 FY2024-25,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),5 Mbps,13-Dec-24,15-Sep-25,UL Calls | Limitless Data | 3000SMS | Unlimited 5G
26120553,PLN-POST-00010,Vi Max 1501,Corporate,Postpaid,Corporate,Enterprise,Vi Max,Vodafone Idea,1501,₹1501.00 + GST ₹270.18 (18%) = ₹1771.18,₹1501.00 + GST ₹270.18 (18%) = ₹1771.18,30,Unlimited Calls (Local+STD+NR),200GB Total (Full Validity),No Daily Cap (Total 200 GB Pool),200,GB,3000 SMS (Full Validity),3000,200GB/Validity,64 Kbps,Yes,Not Included,Not Included,HD Video Streaming via Bundled OTT,Yes,Yes,Yes,Netflix Standard + Amazon Prime,Bundled OTT: Netflix Standard + Amazon Prime,Free National Roaming + IR Discount,Discounted ISD Rate,Monthly Bill on Single Invoice | Priority Customer Care | Bundled OTT Subscriptions | Unused Data Rollover,Monthly Bill on Single Invoice | Priority Customer Care | Bundled OTT Subscriptions | Unused Data Rollover,Call Center,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | UPI,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,23-Oct-24,Q3 FY2024-25,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),64 Kbps,17-Aug-24,24-Apr-26,UL Calls | 200GB Total (Full Validity) | 3000SMS | Unlimited 5G
26121182,PLN-POST-00011,Vi Max 999,Corporate,Postpaid,SME,Enterprise,Vi Max,Vodafone Idea,999,₹999.00 + GST ₹179.82 (18%) = ₹1178.82,₹999.00 + GST ₹179.82 (18%) = ₹1178.82,30,Unlimited Calls (Local+STD+NR),120GB Total (Full Validity),No Daily Cap (Total 120 GB Pool),120,GB,3000 SMS (Full Validity),3000,120GB/Validity,64 Kbps,Yes,Not Included,Not Included,Standard Video Streaming (SD),Yes,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming + IR Discount,Discounted ISD Rate,Monthly Bill on Single Invoice | Unused Data Rollover,Monthly Bill on Single Invoice | Unused Data Rollover,USSD *199#,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Website | Netbanking,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"DEL, HAR, J&K, RAJ, UPE, UPW",6,North,16-May-25,Q1 FY2025-26,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),64 Kbps,21-Feb-25,30-Jun-26,UL Calls | 120GB Total (Full Validity) | 3000SMS | Unlimited 5G
26121535,PLN-POST-00012,Limitless Plan Vi Max 1999 UL,Enterprise,Postpaid,Enterprise,Enterprise,Vi Max,Vodafone Idea,1999,₹1999.00 + GST ₹359.82 (18%) = ₹2358.82,₹1999.00 + GST ₹359.82 (18%) = ₹2358.82,30,Unlimited Calls (Local+STD+NR),Limitless Data/month (bill-period),No Daily Cap (Total 500 GB Pool),500,GB,3000 SMS (Full Validity),3000,500GB/Month,5 Mbps,No,Not Included,Not Included,HD Video Streaming via Bundled OTT,Yes,Yes,Yes,Netflix Standard + Amazon Prime,Bundled OTT: Netflix Standard + Amazon Prime,Free National Roaming + IR Discount,Discounted ISD Rate,Monthly Bill on Single Invoice | Priority Customer Care | Bundled OTT Subscriptions,Monthly Bill on Single Invoice | Priority Customer Care | Bundled OTT Subscriptions,USSD *199#,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | Debit Card,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,29-Jul-25,Q2 FY2025-26,Active,Live,Yes,Active - Not Closed,Not Applicable (Active Plan),5 Mbps,12-May-25,02-Oct-25,UL Calls | Limitless Data | 3000SMS | Unlimited 5G
26122146,PLN-PRE-00031,Limitless Plan Vi Hero Unlimited 1499 UL (Legacy),Unlimited,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,1499,₹1499.00 (GST Inclusive @18% | Base ₹1270.34 + GST ₹228.66),₹1499.00 (GST Inclusive @18% | Base ₹1270.34 + GST ₹228.66),84,Unlimited Calls (Local+STD+NR),Limitless Data/month (bill-period),No Daily Cap (Total 225 GB Pool),225,GB,100 SMS/Day,8400,225GB/Month,5 Mbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),Yes,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,Call Center,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | Debit Card,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, KAR, KER, TN",5,South,22-Apr-23,Q1 FY2023-24,Inactive,Grandfathered,Yes,13-Mar-25,Migrated to 5G Pack Portfolio,5 Mbps,23-Mar-23,15-Apr-25,UL Calls | Limitless Data | 100 SMS/Day | Unlimited 5G
26122798,PLN-PRE-00032,Vi Hero Unlimited 249 (Legacy),Unlimited,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,249,₹249.00 (GST Inclusive @18% | Base ₹211.02 + GST ₹37.98),₹249.00 (GST Inclusive @18% | Base ₹211.02 + GST ₹37.98),28,Unlimited Calls (Local+STD+NR),1GB/Day High-Speed Data,1 GB/Day,28,GB,100 SMS/Day,2800,1GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,Call Center,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | Debit Card,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,02-Aug-23,Q2 FY2023-24,Inactive,Grandfathered,Yes,05-Nov-25,Circle-wise Pack Harmonisation,64 Kbps,21-Jun-23,09-Dec-25,UL Calls | 1GB/Day High-Speed Data | 100 SMS/Day
26123137,PLN-PRE-00033,Vi Hero Unlimited 549 (Legacy),Unlimited,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,549,₹549.00 (GST Inclusive @18% | Base ₹465.25 + GST ₹83.75),₹549.00 (GST Inclusive @18% | Base ₹465.25 + GST ₹83.75),56,Unlimited Calls (Local+STD+NR),1.5GB/Day High-Speed Data,1.5 GB/Day,84,GB,100 SMS/Day,5600,1.5GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),Yes,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,Retail Outlet,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | UPI,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,26-Dec-23,Q3 FY2023-24,Inactive,Withdrawn,Yes,25-Dec-24,Migrated to 5G Pack Portfolio,64 Kbps,01-Nov-23,07-Jan-25,UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G
26123483,PLN-PRE-00034,Vi Hero Unlimited Data Booster 181 (Legacy),Data,Prepaid,Retail,Data Add-On,Vi Hero Unlimited,Vodafone Idea,181,₹181.00 (GST Inclusive @18% | Base ₹153.39 + GST ₹27.61),₹181.00 (GST Inclusive @18% | Base ₹153.39 + GST ₹27.61),28,No Voice Benefit (Data Only Pack),18.75GB Total (Full Validity),No Daily Cap (Total 18.75 GB Pool),18.75,GB,No SMS Benefit,0,18.75GB/Validity,64 Kbps,No,Not Included,Not Included,Standard Video Streaming (SD),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Not Included,Not Included,No Additional Benefit,No Additional Information,MyApp,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Retail Outlet | Cash,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"GUJ, MAH, MUM",3,West,20-May-23,Q1 FY2023-24,Inactive,Withdrawn,No,14-Feb-24,Low Subscriber Uptake,64 Kbps,23-Apr-23,13-Mar-24,Data Only | 18.75GB Total (Full Validity)
26123953,PLN-PRE-00035,Vi Hero Unlimited 149 (Legacy),Unlimited,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,149,₹149.00 (GST Inclusive @18% | Base ₹126.27 + GST ₹22.73),₹149.00 (GST Inclusive @18% | Base ₹126.27 + GST ₹22.73),20,Unlimited Calls (Local+STD+NR),0.5GB/Day High-Speed Data,0.5 GB/Day,10,GB,100 SMS/Day,2000,0.5GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,Retail Outlet,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Retail Outlet | Cash,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"DEL, HAR, J&K, PUN, RAJ, UPE",6,North,03-May-23,Q1 FY2023-24,Inactive,Grandfathered,Yes,30-Mar-25,Regulatory Tariff Revision,64 Kbps,13-Feb-23,13-May-25,UL Calls | 0.5GB/Day High-Speed Data | 100 SMS/Day
26124262,PLN-PRE-00036,Vi Hero Unlimited 799 (Legacy),Unlimited,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),84,Unlimited Calls (Local+STD+NR),1.5GB/Day High-Speed Data,1.5 GB/Day,126,GB,100 SMS/Day,8400,1.5GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),Yes,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,Mini Store,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,UPI | Wallet,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,30-Jun-23,Q1 FY2023-24,Inactive,Withdrawn,Yes,05-Jun-24,Circle-wise Pack Harmonisation,64 Kbps,03-Jun-23,13-Jul-24,UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G
26125146,PLN-PRE-00037,Vi Hero Unlimited 349 (Legacy),Unlimited,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,349,₹349.00 (GST Inclusive @18% | Base ₹295.76 + GST ₹53.24),₹349.00 (GST Inclusive @18% | Base ₹295.76 + GST ₹53.24),28,Unlimited Calls (Local+STD+NR),1.5GB/Day High-Speed Data,1.5 GB/Day,42,GB,100 SMS/Day,2800,1.5GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,Retail Outlet,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | Debit Card,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,14-Apr-23,Q1 FY2023-24,Inactive,Withdrawn,No,09-Sep-24,Low Subscriber Uptake,64 Kbps,04-Feb-23,12-Oct-24,UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day
26125260,PLN-POST-00013,Vi Max 1001 (Legacy),Family,Postpaid,HNI,Premium,Vi Max,Vodafone Idea,1001,₹1001.00 + GST ₹180.18 (18%) = ₹1181.18,₹1001.00 + GST ₹180.18 (18%) = ₹1181.18,30,Unlimited Calls (Local+STD+NR),112.5GB Total (Full Validity),No Daily Cap (Total 112.5 GB Pool),112.5,GB,3000 SMS (Full Validity),3000,112.5GB/Validity,64 Kbps,Yes,Not Included,Not Included,Standard Video Streaming (SD),Yes,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming + IR Discount,Discounted ISD Rate,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Priority Customer Care | Unused Data Rollover,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Priority Customer Care | Unused Data Rollover,Website,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | UPI,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"GUJ, MAH, MPCG",3,West,15-Feb-23,Q4 FY2022-23,Inactive,Withdrawn,Yes,06-Mar-24,Low Subscriber Uptake,64 Kbps,04-Dec-22,30-Mar-24,UL Calls | 112.5GB Total (Full Validity) | 3000SMS | Unlimited 5G
